word,count,tf
risk,1551,0.0189775841816758
amro,1352,0.01654267815191856
abn,1352,0.01654267815191856
financial,1269,0.01552711433046202
annual,1014,0.01240700861393892
capital,970,0.011868637431480032
eur,892,0.01091425215348473
group,725,0.008870888801879405
funding,720,0.008809710258418167
statements,667,0.008161217697729052
board,602,0.007365896632732968
assets,592,0.007243539545810493
million,591,0.007231303837118246
total,547,0.0066929326546593575
bank,497,0.006081147220046985
december,493,0.0060322043852779955
value,489,0.005983261550509006
performance,487,0.005958790133124511
banking,469,0.005738547376664057
governance,462,0.005652897415818324
income,457,0.005591718872357087
loans,456,0.005579483163664839
interest,440,0.00538371182458888
strategy,434,0.005310297572435395
report,425,0.005200176194205168
structure,414,0.0050655833985904465
credit,398,0.004869812059514487
management,393,0.00480863351605325
executive,386,0.004722983555207518
leadership,373,0.0045639193422083
liabilities,348,0.004258026624902114
fair,345,0.004221319498825372
introduction,338,0.00413566953797964
supervisory,325,0.003976605324980423
billion,293,0.0035850626468285044
clients,286,0.0034994126859827722
corporate,279,0.00341376272513704
due,276,0.0033770555990602974
business,263,0.0032179913860610806
net,262,0.003205755677368833
tax,255,0.003120105716523101
cash,251,0.0030711628817541112
market,248,0.003034455755677369
receivables,241,0.002948805794831637
equity,238,0.0029120986687548945
held,238,0.0029120986687548945
securities,237,0.002899862960062647
nv,236,0.0028876272513703996
committee,232,0.0028386844166014094
dutch,222,0.002716327329678935
banks,209,0.002557263116679718
amount,203,0.0024838488645262335
also,202,0.002471613155833986
trading,199,0.0024349060297572437
customers,193,0.002361491777603759
rate,191,0.0023370203602192637
loss,186,0.0022758418167580265
consolidated,181,0.0022146632732967892
instruments,180,0.002202427564604542
based,178,0.002177956147220047
millions,177,0.0021657204385277995
new,174,0.002129013312451057
private,170,0.0020800704776820673
exposure,169,0.00206783476898982
accounting,163,0.0019944205168363352
operating,163,0.0019944205168363352
profit,160,0.001957713390759593
shares,159,0.0019454776820673452
period,159,0.0019454776820673452
investments,158,0.0019332419733750978
netherlands,157,0.0019210062646828503
result,154,0.001884299138606108
increase,154,0.001884299138606108
remuneration,151,0.0018475920125293657
information,151,0.0018475920125293657
changes,151,0.0018475920125293657
increased,149,0.0018231205951448708
expenses,149,0.0018231205951448708
impairment,147,0.001798649177760376
client,146,0.0017864134690681285
review,145,0.001774177760375881
following,144,0.0017619420516836336
statement,141,0.0017252349256068912
regulatory,137,0.0016762920908379012
ratio,136,0.0016640563821456538
members,136,0.0016640563821456538
recognised,135,0.0016518206734534063
notes,134,0.001639584964761159
derivatives,133,0.0016273492560689115
losses,131,0.0016028778386844166
risks,131,0.0016028778386844166
liquidity,131,0.0016028778386844166
commercial,129,0.0015784064212999217
mainly,127,0.0015539350039154268
retail,124,0.0015172278778386845
may,124,0.0015172278778386845
policy,124,0.0015172278778386845
level,123,0.001504992169146437
portfolio,123,0.001504992169146437
issued,123,0.001504992169146437
related,122,0.0014927564604541896
activities,120,0.0014682850430696947
hedge,119,0.0014560493343774472
including,117,0.0014315779169929521
share,117,0.0014315779169929521
mortgages,115,0.0014071064996084572
year,114,0.0013948707909162098
services,114,0.0013948707909162098
basis,112,0.001370399373531715
general,112,0.001370399373531715
included,112,0.001370399373531715
within,111,0.0013581636648394675
default,109,0.0013336922474549726
central,108,0.0013214565387627251
carrying,108,0.0013214565387627251
provisions,107,0.0013092208300704777
sheet,106,0.0012969851213782302
transactions,105,0.0012847494126859828
member,103,0.001260277995301488
investment,103,0.001260277995301488
deposits,102,0.0012480422866092405
asset,102,0.0012480422866092405
impact,102,0.0012480422866092405
financing,102,0.0012480422866092405
mortgage,100,0.0012235708692247456
position,100,0.0012235708692247456
balance,99,0.0012113351605324981
economic,99,0.0012113351605324981
results,97,0.0011868637431480032
decreased,97,0.0011868637431480032
includes,97,0.0011868637431480032
debt,96,0.0011746280344557558
operational,95,0.0011623923257635081
impaired,95,0.0011623923257635081
collateral,94,0.0011501566170712607
ifrs,94,0.0011501566170712607
requirements,93,0.0011379209083790132
institutional,93,0.0011379209083790132
bv,93,0.0011379209083790132
sale,93,0.0011379209083790132
part,92,0.0011256851996867658
positions,92,0.0011256851996867658
control,92,0.0011256851996867658
exposures,92,0.0011256851996867658
internal,90,0.001101213782302271
model,89,0.0010889780736100235
number,88,0.001076742364917776
years,88,0.001076742364917776
costs,87,0.0010645066562255286
used,87,0.0010645066562255286
interests,87,0.0010645066562255286
gross,86,0.0010522709475332811
meeting,86,0.0010522709475332811
reporting,85,0.0010400352388410337
current,84,0.0010277995301487862
figures,83,0.0010155638214565388
lower,82,0.0010033281127642913
one,82,0.0010033281127642913
book,82,0.0010033281127642913
employees,82,0.0010033281127642913
driven,82,0.0010033281127642913
include,82,0.0010033281127642913
addition,81,0.000991092404072044
framework,79,0.0009666209866875489
higher,79,0.0009666209866875489
compared,79,0.0009666209866875489
approach,79,0.0009666209866875489
longterm,79,0.0009666209866875489
depositary,79,0.0009666209866875489
valuation,78,0.0009543852779953015
loan,77,0.000942149569303054
amounts,77,0.000942149569303054
key,77,0.000942149569303054
time,77,0.000942149569303054
forborne,76,0.0009299138606108066
excluding,75,0.0009176781519185591
rates,75,0.0009176781519185591
residential,74,0.0009054424432263117
future,74,0.0009054424432263117
decrease,74,0.0009054424432263117
underlying,73,0.0008932067345340642
line,73,0.0008932067345340642
flow,72,0.0008809710258418168
dividend,72,0.0008809710258418168
commission,72,0.0008809710258418168
plan,71,0.0008687353171495693
government,71,0.0008687353171495693
specific,71,0.0008687353171495693
january,71,0.0008687353171495693
deferred,71,0.0008687353171495693
