word,count,tf
million,545,0.022679039573883734
company,443,0.01843452207565228
income,295,0.012275810411551746
october,286,0.011901294161707794
net,283,0.01177645541175981
equipment,252,0.010486454995630643
financial,234,0.00973742249594274
total,228,0.009487744996046772
sales,200,0.00832258332986559
interest,200,0.00832258332986559
assets,192,0.007989679996670968
cash,181,0.0075319379135283596
percent,167,0.006949357080437768
operations,163,0.006782905413840456
operating,162,0.006741292497191128
tax,156,0.00649161499729516
receivables,151,0.006283550414048521
cost,138,0.005742582497607257
deere,136,0.005659356664308601
value,132,0.005492904997711289
year,126,0.0052432274978153216
credit,123,0.005118388747867338
loss,122,0.00507677583121801
securities,116,0.004827098331322042
services,114,0.004743872498023386
consolidated,108,0.004494194998127418
fair,107,0.004452582081478091
us,106,0.0044109691648287624
notes,105,0.004369356248179435
expenses,103,0.004286130414880779
primarily,102,0.004244517498231451
borrowings,101,0.004202904581582123
related,100,0.004161291664932795
rate,99,0.004119678748283467
financing,99,0.004119678748283467
based,95,0.003953227081686155
due,89,0.0037035495817901876
note,88,0.0036619366651408597
millions,87,0.0036203237484915317
respectively,86,0.0035787108318422038
dollars,84,0.003495484998543548
foreign,84,0.003495484998543548
losses,82,0.003412259165244892
equity,80,0.003329033331946236
costs,80,0.003329033331946236
rates,79,0.003287420415296908
construction,79,0.003287420415296908
gain,77,0.003204194581998252
see,76,0.003162581665348924
retail,74,0.0030793558320502683
stock,74,0.0030793558320502683
years,73,0.0030377429154009403
asu,73,0.0030377429154009403
liabilities,72,0.0029961299987516124
leases,69,0.0028712912488036285
debt,69,0.0028712912488036285
contracts,68,0.0028296783321543006
changes,68,0.0028296783321543006
statements,68,0.0028296783321543006
increase,66,0.0027464524988556446
fiscal,66,0.0027464524988556446
taxes,66,0.0027464524988556446
service,65,0.0027048395822063167
higher,63,0.0026216137489076608
benefit,60,0.002496774998959677
market,60,0.002496774998959677
balance,60,0.002496774998959677
forestry,60,0.002496774998959677
values,60,0.002496774998959677
approximately,59,0.002455162082310349
expected,59,0.002455162082310349
wirtgen,58,0.002413549165661021
turf,57,0.002371936249011693
trade,57,0.002371936249011693
expense,57,0.002371936249011693
compared,56,0.002330323332362365
included,56,0.002330323332362365
accounts,56,0.002330323332362365
increased,56,0.002330323332362365
agriculture,55,0.002288710415713037
amounts,54,0.002247097499063709
flows,54,0.002247097499063709
