word,count,tf
risk,1551,0.012501007495768518
abn,1352,0.010897074232288225
amro,1352,0.010897074232288225
financial,1269,0.010228097041992424
annual,1014,0.008172805674216169
capital,970,0.007818167163697912
eur,892,0.007189489804142823
group,725,0.005843475457403079
funding,720,0.005803175626662368
statements,667,0.005375997420810833
board,602,0.004852099621181591
assets,592,0.004771499959700169
million,591,0.0047634399935520275
total,547,0.004408801483033771
bank,497,0.004005803175626662
december,493,0.003973563311034094
value,489,0.003941323446441525
performance,487,0.003925203514145241
banking,469,0.0037801241234786814
governance,462,0.003723704360441686
income,457,0.0036834045297009753
loans,456,0.003675344563552833
interest,440,0.0035463851051825584
strategy,434,0.0034980253082937053
report,425,0.0034254856129604257
structure,414,0.0033368259853308615
credit,398,0.003207866526960587
management,393,0.0031675666962198757
executive,386,0.0031111469331828808
leadership,373,0.0030063673732570323
liabilities,348,0.0028048682195534777
fair,345,0.002780688321109051
introduction,338,0.002724268558072056
supervisory,325,0.0026194889981462077
billion,293,0.002361570081405658
clients,286,0.0023051503183686628
corporate,279,0.002248730555331668
due,276,0.0022245506568872413
business,263,0.002119771096961393
net,262,0.0021117111308132505
tax,255,0.0020552913677762555
cash,251,0.0020230515031836867
market,248,0.00199887160473926
receivables,241,0.001942451841702265
equity,238,0.0019182719432578384
held,238,0.0019182719432578384
securities,237,0.001910211977109696
nv,236,0.001902152010961554
committee,232,0.0018699121463689853
dutch,222,0.0017893124848875634
banks,209,0.0016845329249617152
amount,203,0.001636173128072862
also,202,0.00162811316192472
trading,199,0.0016039332634802935
customers,193,0.0015555734665914404
rate,191,0.001539453534295156
loss,186,0.001499153703554445
consolidated,181,0.0014588538728137342
instruments,180,0.001450793906665592
based,178,0.0014346739743693077
millions,177,0.0014266140082211654
new,174,0.0014024341097767388
private,170,0.0013701942451841702
exposure,169,0.001362134279036028
accounting,163,0.001313774482147175
operating,163,0.001313774482147175
profit,160,0.0012895945837027485
period,159,0.0012815346175546062
shares,159,0.0012815346175546062
investments,158,0.001273474651406464
netherlands,157,0.001265414685258322
increase,154,0.0012412347868138954
result,154,0.0012412347868138954
information,151,0.0012170548883694689
changes,151,0.0012170548883694689
remuneration,151,0.0012170548883694689
expenses,149,0.0012009349560731845
increased,149,0.0012009349560731845
impairment,147,0.0011848150237769002
client,146,0.001176755057628758
review,145,0.0011686950914806158
following,144,0.0011606351253324737
statement,141,0.0011364552268880472
regulatory,137,0.0011042153622954783
members,136,0.0010961553961473362
ratio,136,0.0010961553961473362
recognised,135,0.001088095429999194
notes,134,0.0010800354638510518
derivatives,133,0.0010719754977029097
liquidity,131,0.0010558555654066252
risks,131,0.0010558555654066252
losses,131,0.0010558555654066252
commercial,129,0.001039735633110341
mainly,127,0.0010236157008140566
may,124,0.00099943580236963
retail,124,0.00099943580236963
policy,124,0.00099943580236963
level,123,0.000991375836221488
issued,123,0.000991375836221488
portfolio,123,0.000991375836221488
related,122,0.0009833158700733456
activities,120,0.0009671959377770613
hedge,119,0.0009591359716289192
share,117,0.0009430160393326348
including,117,0.0009430160393326348
mortgages,115,0.0009268961070363505
services,114,0.0009188361408882082
year,114,0.0009188361408882082
basis,112,0.0009027162085919239
included,112,0.0009027162085919239
general,112,0.0009027162085919239
within,111,0.0008946562424437817
default,109,0.0008785363101474974
central,108,0.0008704763439993552
carrying,108,0.0008704763439993552
provisions,107,0.0008624163778512131
sheet,106,0.0008543564117030708
transactions,105,0.0008462964455549286
member,103,0.0008301765132586443
investment,103,0.0008301765132586443
financing,102,0.0008221165471105021
deposits,102,0.0008221165471105021
impact,102,0.0008221165471105021
asset,102,0.0008221165471105021
position,100,0.0008059966148142178
mortgage,100,0.0008059966148142178
economic,99,0.0007979366486660756
balance,99,0.0007979366486660756
includes,97,0.0007818167163697912
results,97,0.0007818167163697912
decreased,97,0.0007818167163697912
debt,96,0.000773756750221649
impaired,95,0.0007656967840735069
operational,95,0.0007656967840735069
collateral,94,0.0007576368179253647
ifrs,94,0.0007576368179253647
bv,93,0.0007495768517772225
requirements,93,0.0007495768517772225
institutional,93,0.0007495768517772225
sale,93,0.0007495768517772225
exposures,92,0.0007415168856290804
control,92,0.0007415168856290804
part,92,0.0007415168856290804
positions,92,0.0007415168856290804
internal,90,0.000725396953332796
model,89,0.0007173369871846539
years,88,0.0007092770210365116
number,88,0.0007092770210365116
used,87,0.0007012170548883694
costs,87,0.0007012170548883694
interests,87,0.0007012170548883694
meeting,86,0.0006931570887402273
gross,86,0.0006931570887402273
reporting,85,0.0006850971225920851
current,84,0.0006770371564439429
figures,83,0.0006689771902958008
book,82,0.0006609172241476586
include,82,0.0006609172241476586
lower,82,0.0006609172241476586
employees,82,0.0006609172241476586
driven,82,0.0006609172241476586
one,82,0.0006609172241476586
addition,81,0.0006528572579995164
compared,79,0.000636737325703232
framework,79,0.000636737325703232
approach,79,0.000636737325703232
depositary,79,0.000636737325703232
higher,79,0.000636737325703232
longterm,79,0.000636737325703232
valuation,78,0.0006286773595550898
key,77,0.0006206173934069477
amounts,77,0.0006206173934069477
loan,77,0.0006206173934069477
time,77,0.0006206173934069477
forborne,76,0.0006125574272588055
rates,75,0.0006044974611106634
excluding,75,0.0006044974611106634
decrease,74,0.0005964374949625212
future,74,0.0005964374949625212
residential,74,0.0005964374949625212
line,73,0.000588377528814379
underlying,73,0.000588377528814379
dividend,72,0.0005803175626662369
commission,72,0.0005803175626662369
flow,72,0.0005803175626662369
plan,71,0.0005722575965180946
government,71,0.0005722575965180946
specific,71,0.0005722575965180946
external,71,0.0005722575965180946
january,71,0.0005722575965180946
deferred,71,0.0005722575965180946
sustainability,70,0.0005641976303699524
section,70,0.0005641976303699524
cost,70,0.0005641976303699524
provision,70,0.0005641976303699524
defined,70,0.0005641976303699524
company,70,0.0005641976303699524
expense,70,0.0005641976303699524
counterparty,70,0.0005641976303699524
use,69,0.0005561376642218103
finance,68,0.0005480776980736681
profile,68,0.0005480776980736681
subject,68,0.0005480776980736681
expected,68,0.0005480776980736681
offset,67,0.0005400177319255259
charges,67,0.0005400177319255259
growth,67,0.0005400177319255259
developments,67,0.0005400177319255259
staff,67,0.0005400177319255259
past,67,0.0005400177319255259
significant,67,0.0005400177319255259
fee,67,0.0005400177319255259
certain,66,0.0005319577657773838
available,66,0.0005319577657773838
provided,66,0.0005319577657773838
additional,66,0.0005319577657773838
flows,66,0.0005319577657773838
functions,66,0.0005319577657773838
relevant,66,0.0005319577657773838
code,66,0.0005319577657773838
pension,65,0.0005238977996292416
using,65,0.0005238977996292416
per,65,0.0005238977996292416
provides,65,0.0005238977996292416
nlfi,63,0.0005077778673329572
prices,63,0.0005077778673329572
items,63,0.0005077778673329572
rwa,63,0.0005077778673329572
receipts,63,0.0005077778673329572
identified,63,0.0005077778673329572
reported,63,0.0005077778673329572
industry,63,0.0005077778673329572
products,63,0.0005077778673329572
adjustments,62,0.000499717901184815
subsidiaries,62,0.000499717901184815
date,62,0.000499717901184815
change,62,0.000499717901184815
markets,62,0.000499717901184815
liability,62,0.000499717901184815
effective,61,0.0004916579350366728
hedged,61,0.0004916579350366728
attributable,61,0.0004916579350366728
aag,61,0.0004916579350366728
legal,61,0.0004916579350366728
gains,61,0.0004916579350366728
stak,61,0.0004916579350366728
classified,61,0.0004916579350366728
foreign,61,0.0004916579350366728
exchange,60,0.00048359796888853066
terms,60,0.00048359796888853066
data,60,0.00048359796888853066
hedging,60,0.00048359796888853066
note,60,0.00048359796888853066
average,60,0.00048359796888853066
transferred,60,0.00048359796888853066
well,59,0.0004755380027403885
required,59,0.0004755380027403885
two,59,0.0004755380027403885
audit,59,0.0004755380027403885
amounted,59,0.0004755380027403885
international,58,0.00046747803659224634
european,58,0.00046747803659224634
table,57,0.0004594180704441041
rea,57,0.0004594180704441041
amsterdam,57,0.0004594180704441041
account,57,0.0004594180704441041
employee,56,0.00045135810429596196
applicable,56,0.00045135810429596196
process,56,0.00045135810429596196
models,56,0.00045135810429596196
managing,55,0.0004432981381478198
appointed,55,0.0004432981381478198
b,54,0.0004352381719996776
institutions,54,0.0004352381719996776
adjustment,54,0.0004352381719996776
approval,54,0.0004352381719996776
disclosures,54,0.0004352381719996776
asia,54,0.0004352381719996776
policies,54,0.0004352381719996776
